name;verse;movie
FARAMIR; You're a friend of Boromir?;The Two Towers
FARAMIR;It will grieve you then to learn that he is dead.;The Two Towers
FARAMIR;As one of his companions, I'd hoped you would tell me.;The Two Towers
FARAMIR;His horn washed up upon the riverbank, about six days past. It was cloven in two. But more than this, I know it in my heart.,He was my brother.;The Two Towers
FARAMIR;There are no travelers in this land. Only servants of the Dark Tower.;The Two Towers
FARAMIR;The enemy?His sense of duty was no less than yours, I deem.,You wonder what his name is.where he came from.,And if he was really evil at heart.,What lies or threats led him, on this long march from home.,If he would not rather have stayed there.in peace.,War will make corpses of us all.,Bind their hands.;The Two Towers
FARAMIR;it's been very quiet across the river.;The Return of the King
FARAMIR;It once belonged to a young boy of the city. A very foolish one who wasted many hours slaying dragons instead of attending his studies.;The Return of the King
FARAMIR;Yes, it was mine. My father had it made for me.;The Return of the King
FARAMIR;It never fitted me either. Boromir was always the soldier., They were so alike he and my father. Proud, stubborn even, but strong.;The Return of the King
FARAMIR;My lord Osgiliath is over run.;The Return of the King
FARAMIR;Since you are robbed of Boromir I will do what I can in his stead., If I should return, think better of me father;The Return of the King
FARAMIR;Fall back! Retreat! Retreat! Run for your lives!;The Return of the King
FARAMIR;Mithrandir! They broke through our defences. They?ve taken the bridge and the West bank. Battalions of Orcs are crossing the river.;The Return of the King
FARAMIR;No.;The Return of the King
FARAMIR;Where does my allegiance lie if not here? This is the city of the men of Numenor. I will gladly give my life to defend her beauty, her memory, her wisdom.;The Return of the King
FARAMIR;In Ithilien. Not two days ago. Gandalf, they're taking the road to the Morgul vale.;The Return of the King
FARAMIR;I did what I judged to be right.;The Return of the King
FARAMIR;I would not use the Ring. Not if Minas Tirith were falling in ruin and I alone could save her;The Return of the King
FARAMIR;Boromir would not have brought the Ring. He would have stretched out his hand to this thing and taking it he would have fallen.;The Return of the King
FARAMIR;He would have kept it for his own. And when he returned you would not have known your son;The Return of the King
FARAMIR;Father?;The Return of the King
FARAMIR;they're not coming from the North! To the river quick, quick;The Return of the King
FRODO;Gimli!;The Return of the King
FRODO;How do you pick up the threads of an old life? How do you go on, when in your heart you begin to understand there is no going back? There are some things that time cannot mend. Some hurts that go too deep, that have taken hold.;The Return of the King
FRODO;it's been four years to the day since Weathertop Sam. it's never really healed;The Return of the King
FRODO;Not quite. There's room for a little more;The Return of the King
FRODO;Bilbo once told me his part in this tale would end. That each of us must come and go in the telling. Bilbo's story was now over. There would be no more journeys for him save one;The Return of the King
FRODO;To the harbour Bilbo. The elves have accorded you a special honour. A place on the last ship to leave Middle Earth;The Return of the King
FRODO;t's so heavy;The Return of the King
FRODO; Hit me!Hit me Sam!Start fighting;The Return of the King
FRODO; can't!I can't, I can't manage the Ring Sam.it's, it's, such a weight to carry.it's such a weight.;The Return of the King
FRODO;There will be none left for the return journey.;The Return of the King
FRODO;No Sam. I can't recall the taste of food, nor the sound of water or the touch of grass. I'm naked in the dark. There's, There's nothing, no veil between me and the wheel of fireI can see him with my waking eyes!;The Return of the King
FRODO;The Ring is mine!;The Return of the King
FRODO;it's gone it's done.;The Return of the King
FRODO;I can see the Shire. The Brandywine River. Bag End. Gandalf's fireworks. The lights on the party tree.;The Return of the King
FRODO;I'm glad to be with you Samwise Gamgee here at the end of all things. They hug.;The Return of the King
FRODO;Sam;The Return of the King
FRODO;Oh Sam, I'm so sorry.Sorry for everything.;The Return of the King
FRODO;Give it to me!Give me the Ring Sam.,Sam!Give me the Ring.,You must understand.The Ring is my burden.It will destroy you Sam.;The Return of the King
FRODO;There are so many of them.We?ll never get through unseen.;The Return of the King
FRODO;It's Him, the Eye;The Return of the King
FRODO;Aragorn!;The Return of the King
FRODO;And thus it was a Fourth Age of Middle Earth began. And the Fellowship of the Ring, though eternally bound by friendship and love was ended.,,Thirteen months to the day since Gandalf sent us on our long journey we find ourselves looking upon a familiar sight;The Return of the King
FRODO;We were home;The Return of the King
FRODO;I'm sorry uncle. I'm afraid I lost it;The Return of the King
FRODO;We set out to save the Shire Sam and it has been saved, but not for me;The Return of the King
FRODO;The last pages are for you Sam;The Return of the King
FRODO;You swore! You swore on the precious!;The Return of the King
FRODO;I'm here Sam!;The Return of the King
FRODO;Smeagol promised!;The Return of the King
FRODO;Sam!Help me;The Return of the King
FRODO;Go Sam.Now!;The Return of the King
FRODO;t's too late.it's over.They?ve taken it Sam,they took the Ring!;The Return of the King
FRODO;Gandalf?;The Return of the King
FRODO;Oooohhh!;The Return of the King
FRODO;No, it isn't. It isn't midday yet The days are ;
FRODO;What about you?;The Return of the King
FRODO;Sam!;The Return of the King
FRODO;Now that I'm here I don't think I want to;The Return of the King
FRODO;I can't go back;The Return of the King
FRODO;What's that smell.;The Return of the King
FRODO;Smeagol?;The Return of the King
FRODO;Ah aah! Its sticky, what is it?;The Return of the King
FRODO;Smeagol? (shouts) SMEAGOL! SMEAGOL!;The Return of the King
FRODO;Sam;The Return of the King
FRODO;Aiya Erendil Elenion Ancalim;The Return of the King
FRODO;NO!;The Return of the King
FRODO;I have to destroy it Smeagol I have to destroy it for both our sakes;The Return of the King
FRODO;I'm so sorry SamI'm so sorry;The Return of the King
FRODO;it's dark still.;The Return of the King
FRODO;What? That's all we have left!;The Return of the King
FRODO;Sam!;The Return of the King
FRODO;Sam, no!;The Return of the King
FRODO;Get away;The Return of the King
FRODO;No Sam! it's you! I'm sorry Sam.;The Return of the King
FRODO;What?;The Two Towers
FRODO;Well, you've left out one of the chief characters, Samwise the Brave., I want to hear more about Sam.;The Two Towers
FRODO;Frodo wouldn't have got far without Sam.;The Two Towers
FRODO;So was l;The Two Towers
FRODO;Smeagol?;The Two Towers
FRODO;Smeagol?;The Two Towers
FRODO;Gollum says there's a path.near Minas Morgul that climbs up into the mountains.;The Two Towers
FRODO;Thank you.;The Two Towers
FRODO;It's calling to him, Sam. His Eye is almost on me;The Two Towers
FRODO;They're here.;The Two Towers
FRODO;They've come.;The Two Towers
FRODO;I can't do this, Sam.;The Two Towers
FRODO;What are we holding on to, Sam?;The Two Towers
FRODO;The Ring will not save Gondor. It has only the power to destroy. Please.Iet me go.;The Two Towers
FRODO;Faramir! You must let me go;The Two Towers
FRODO;Wait. This creature is bound to me. And I to him. He is our guide. Please.Iet me go down to him.;The Two Towers
FRODO;Smeagol Master is here. Come, Smeagol. Trust master. Come.;The Two Towers
FRODO;Smeagol, you must trust master. Follow me. Come on. Come. Come, Smeagol. Nice Smeagol. That's it. Come on.;The Two Towers
FRODO;Don't hurt him!Smeagol, don't struggle. Smeagol, listen to me.;The Two Towers
FRODO; I can't. You were right, Sam. You tried to tell me but....,I'm sorry. The Ring's taking me, Sam. If I put it on.he'll find me. He'll see.;The Two Towers
FRODO; No!;The Two Towers
FRODO;We are Hobbits of the Shire. Frodo Baggins is my name, and this is Samwise Gamgee.;The Two Towers
FRODO;There was no other.,We set out from Rivendell with seven companions. One we lost in Moria.two were my kin.a Dwarf there was also. And an Elf and two Men. Aragorn, son of Arathorn, and Boromir of Gondor.;The Two Towers
FRODO;Yes. For my part.;The Two Towers
FRODO;Dead? How? When?;The Two Towers
FRODO;If something has happened to Boromir, we would have you tell us.;The Two Towers
FRODO;Why do you do that?;The Two Towers
FRODO;Call him names. Run him down all the time.;The Two Towers
FRODO;You have no idea what it did to him.what it's still doing to him.,I want to help him, Sam.;The Two Towers
FRODO;We've got to get moving. Come on, Sam;The Two Towers
FRODO;Smeagol?;The Two Towers
FRODO;We've lingered here too long. Come on, Sam.;The Two Towers
FRODO;We are bound to an errand of secrecy. Those that claim to oppose the enemy would do well not to hinder us.;The Two Towers
FRODO;Because I have to believe he can come back.;The Two Towers
FRODO;What do you know about it? Nothing!I'm sorry, Sam. I don't know why I said that.;The Two Towers
FRODO;I know what I have to do, Sam. The Ring was entrusted to me.t's my task. Mine! My own;The Two Towers
FRODO;I did.;The Two Towers
FRODO;Sam, no;The Two Towers
FRODO;Now;The Two Towers
FRODO;Are you saying there's another waynto Mordor?;The Two Towers
FRODO;He's led us this far, Sam.;The Two Towers
FRODO;He's been true to his word.;The Two Towers
FRODO;Gandalf;The Two Towers
FRODO;Lead the way, Smeagol.;The Two Towers
FRODO;Here.;The Two Towers
FRODO;Don't touch me;The Two Towers
FRODO;Gandalf;The Two Towers
FRODO;Nothing. Just a dream.;The Two Towers
FRODO;No! Don't look down, Sam! Just keep going;The Two Towers
FRODO;I think I've found the bottom.;The Two Towers
FRODO;What's in this?;The Two Towers
FRODO;Roast chicken?;The Two Towers
FRODO;Gollum?;The Two Towers
FRODO;Gollum;The Two Towers
FRODO;What did you say?;The Two Towers
FRODO;Who are you?;The Two Towers
FRODO;it's just a feeling. I don't think I'll be coming back.;The Return of the King
FRODO;I think these lands were once part of the Kingdom of Gondor.;The Return of the King
FRODO;Long ago, when there was a King.;The Return of the King
FRODO;Sam. My dear Sam.;The Two Towers
FRODO;It is special. It's a little bit of home.;The Two Towers
FRODO;We can't leave this here for someone to follow us down.;The Two Towers
FRODO;Real Elvish rope.;The Two Towers
FRODO;He didn't mean for a lot of things to happen, Sam.but they did.;The Two Towers
FRODO;It's getting heavier.;The Two Towers
FRODO;What food have we got left?;The Two Towers
FRODO;Nothing ever dampens your spirits, does it, Sam?;The Two Towers
FRODO;Its so light;The Fellowship of the Ring
FRODO;Gandalf told me you were one of the river-folk.;The Two Towers
FRODO;He said your life was a sad story.;The Two Towers
FRODO;You were not so very different from a Hobbit once. Were you? Smeagol.;The Two Towers
FRODO;That was your name once, wasn't it? A long time ago.;The Two Towers
FRODO;Aagh;The Two Towers
FRODO;It's because we've been here before. We're going in circles.;The Two Towers
FRODO;Yes..I can smell it.......We're not alone.;The Two Towers
FRODO;This is Sting. You've seen it before.haven't you, Gollum? Release him or I'll cut your throat.;The Two Towers
FRODO;Maybe he does deserve to die. But now that I see him, I do pity him.;The Two Towers
FRODO;Mordor, Gandalf, is it left or right ?;The Fellowship of the Ring
FRODO; Better than it was;The Fellowship of the Ring
FRODO;Who then do I trust ?;The Fellowship of the Ring
FRODO;What do you mean ?;The Fellowship of the Ring
FRODO;There's no promise you can make that I can trust.;The Two Towers
FRODO;The Ring is treacherous.t will hold you to your word.;The Two Towers
FRODO;You know the way to Mordor?;The Two Towers
FRODO;You've been there before?;The Two Towers
FRODO;You will lead us to the Black Gate.;The Two Towers
FRODO;I can feel his blade.;The Return of the King
FRODO;What was that about?;The Return of the King
FRODO; Go on Sam, ask Rosie for a dance.;The Fellowship of the Ring
FRODO;It's a riddle!;The Fellowship of the Ring
FRODO;Speak friend... and enter. What's the elvish word for friend ?;The Fellowship of the Ring
FRODO; and proud of it! Cheers Gaffer!;The Fellowship of the Ring
FRODO;Don't worry Sam, Rosie knows an idiot when she sees one;The Fellowship of the Ring
FRODO; Good Night Sam;The Fellowship of the Ring
FRODO;Ha! What are you doing;The Fellowship of the Ring
FRODO; Nothing. There's nothing Wait. There are markings Its some form of Elvish. I can't read it;The Fellowship of the Ring
FRODO;Oh no you dont Go on;The Fellowship of the Ring
FRODO;Bilbo have you been at the Gaffers homebrew ?;The Fellowship of the Ring
FRODO;you're late!;The Fellowship of the Ring
FRODO; We will go through the Mines;The Fellowship of the Ring
FRODO;Mordor;The Fellowship of the Ring
FRODO;Bilbo! Bilbo! Watch out for the dragon;The Fellowship of the Ring
FRODO;Speech;The Fellowship of the Ring
FRODO;Its wonderful to see you Gandalf.;The Fellowship of the Ring
FRODO;You know Bilbo He's got the whole place in an uproar.;The Fellowship of the Ring
FRODO;Half the Shire's been invitedAnd the rest of them are turning up anyway;The Fellowship of the Ring
FRODO;To tell you the truth, Bilbo has been acting a bit odd lately I mean, more than usual. He's taken to locking himself in his study., He spends hours and hours poring over old maps when he thinks I'm not looking.;The Fellowship of the Ring
FRODO;He's up to something All right then, keep your secrets;The Fellowship of the Ring
FRODO;Strider;The Fellowship of the Ring
FRODO;But I know you have something to do with it.;The Fellowship of the Ring
FRODO;Before you came along we Bagginses were very well thought of;The Fellowship of the Ring
FRODO;Whatever you did, you've been officially labelled as a disturber of the peace.;The Fellowship of the Ring
FRODO;Gandalf, I'm glad you're back;The Fellowship of the Ring
FRODO;No Sam! Leave him alone!;The Return of the King
FRODO;Sam;The Return of the King
FRODO;If you scare him off then we are lost;The Return of the King
FRODO;I'm not sending him away.;The Return of the King
FRODO;We can't do this by ourselves Sam. Not without a guide. I need you on my side.;The Return of the King
FRODO;There's something down there;The Fellowship of the Ring
FRODO;Gollum;The Fellowship of the Ring
FRODO;He escaped the dungeons of Barad-D?r;The Fellowship of the Ring
FRODO;It's a pity Bilbo didnt kill him when he had the chance;The Fellowship of the Ring
FRODO;I wish the Ring had never come to me. I wish none of this had happened.;The Fellowship of the Ring
FRODO;I know Sam, I know. Trust me. Come Smeagol.;The Return of the King
FRODO;For what?;The Return of the King
FRODO; What is this place?;The Return of the King
FRODO;I do not ask you to come with me, Sam.;The Two Towers
FRODO;No!Gandalf;The Two Towers
FRODO;Sam;The Two Towers
FRODO;Gandalf;The Two Towers
FRODO;GANDALF;The Fellowship of the Ring
FRODO; He doesn't eat it He can't have taken it.;The Return of the King
FRODO;Stop it!;The Return of the King
FRODO;I'm all right.;The Return of the King
FRODO;You can't help me any more.;The Return of the King
FRODO;Go home.;The Return of the King
FRODO;I must.;The Two Towers
FRODO;they're calling me.;The Return of the King
FRODO;We never had any adventures, or did anything unexpected.;The Fellowship of the Ring
FRODO;Excuse me. That man in the corner. Who is he ?;The Fellowship of the Ring
FRODO;No;The Fellowship of the Ring
FRODO;Underhill, my name's Underhill;The Fellowship of the Ring
FRODO;Yes;The Fellowship of the Ring
FRODO;What are you doing ?;The Fellowship of the Ring
FRODO;Come on!;The Fellowship of the Ring
FRODO;Excuse me ?;The Fellowship of the Ring
FRODO;Get off the road! Quick;The Fellowship of the Ring
FRODO;Go;The Fellowship of the Ring
FRODO;How far to the nearest crossing ?;The Fellowship of the Ring
FRODO;I carry nothing;The Fellowship of the Ring
FRODO;I have to leave the ShireSam and I must get to Bree;The Fellowship of the Ring
FRODO;I think a servant of the enemy would look fairer, but feel fouler.;The Fellowship of the Ring
FRODO;I think we should get off the road.;The Fellowship of the Ring
FRODO;Nothing;The Fellowship of the Ring
FRODO;Oh Sam!;The Fellowship of the Ring
FRODO;Pippin;The Fellowship of the Ring
FRODO;Put it out you fools! Put it out;The Fellowship of the Ring
FRODO;Sam! We're still in The Shire. What could possibly happen;The Fellowship of the Ring
FRODO;Sam. He'll be here. He'll come.;The Fellowship of the Ring
FRODO;Strider;The Fellowship of the Ring
FRODO;We have no choice but to trust him;The Fellowship of the Ring
FRODO;We wish to at the Inn. Our business is our own.;The Fellowship of the Ring
FRODO;We're friends of Gandalf the Grey. Can you tell him we've arrived?;The Fellowship of the Ring
FRODO;We're heading for the Prancing Pony.;The Fellowship of the Ring
FRODO;What are they ?;The Fellowship of the Ring
FRODO;What are you talking about ?;The Fellowship of the Ring
FRODO;What did he say?;The Fellowship of the Ring
FRODO;What do you want ?;The Fellowship of the Ring
FRODO;What happened to her?;The Fellowship of the Ring
FRODO;What's the meaning of this ?;The Fellowship of the Ring
FRODO;Where are you taking us ?;The Fellowship of the Ring
FRODO;Who are you ?;The Fellowship of the Ring
FRODO;Who is she ? This woman you sing of ?;The Fellowship of the Ring
FRODO;My dear Sam, you cannot always be torn in two You will have to be one and whole for many years. You have so much to enjoy and to be and to do. Your part in the story will go on;The Return of the King
GALADRIEL;I amar prestar aen... han mathon ne nen, han mathon ne chae a han noston ned 'wilith,,,;The Two Towers
GALADRIEL;For the time will soon come when Hobbits will shape the fortunes of all.;The Fellowship of the Ring
GALADRIEL;This task was appointed to you, Frodo of the Shire. If you do not find a way, no one will;The Return of the King
GALADRIEL;I amar prestar aenHan mathon ne nenHan mathon ne chaeA han noston ned gwilithMuch that once was is lost. For none now live who remember it.;The Fellowship of the Ring
GALADRIEL;It began with the forging of the Great Rings;The Fellowship of the Ring
GALADRIEL;Three were given to the elvesImmortal, wisest and fairest of all beings., Seven to the dwarf lords, great miners and craftsmen of the mountain halls.,And nine, nine rings were gifted to the race of men Who above all else, desire power;The Fellowship of the Ring
GALADRIEL;For within these rings was bound the strength and will to govern each race But they were all of them deceivedFor another ring was made In the land of Mordor, in the fires of Mount Doom (, the dark Lord Sauron forged in secret a master Ringto control all others and into this Ring he poured all his cruelty, his malice and his will to dominate all life One Ring to rule them all;The Fellowship of the Ring
GALADRIEL;One by one the free lands of Middle Earth fell to the power of the Ring. But there were some who resisted A last alliance of Elves and Men marched against the armies of Mordor. And on the slopes of Mount Doom they fought for the freedom of Middle Earth;The Fellowship of the Ring
GALADRIEL;Victory was near But the power of the Ring could not be undone;The Fellowship of the Ring
GALADRIEL;It was in this moment, that Isildur, son of the King, took up his father's sword;The Fellowship of the Ring
GALADRIEL;Sauron, the enemy of the Free Peoples of Middle Earth was defeated The Ring passed to Isildur., Who had this one chance to destroy evil forever But the hearts of Men are easily corrupted., And the Ring of Power has a will of its own;The Fellowship of the Ring
GALADRIEL;It betrayed Isildurto his deathAnd some things that should not have been forgotten were lost.,History became legend, legend became myth,and for two and a half thousand years the Ring passed out of all knowledge Until, when chance came, It ensnared a new bearer;The Fellowship of the Ring
GALADRIEL;The Ring came to the creature Gollum who took it deep into the tunnels of the Misty Mountains And there it consumed him.;The Fellowship of the Ring
GALADRIEL;The Ring brought to Gollum unnatural long life. For five hundred years it poisoned his mind. And in the gloom of Gollum's cave it waited Darkness crept back into the forests of the world. Rumour grew of a shadow in the East, whispers of a nameless fear And the Ring of Power perceived Its time had now come It abandoned Gollum., But something happened then that the Ring did not intend, it was picked up by the most unlikely creature imaginable;The Fellowship of the Ring
GALADRIEL;A Hobbit. Bilbo Baggins of the Shire.,;The Fellowship of the Ring
GALADRIEL;Frodo! Frodo;The Fellowship of the Ring
GALADRIEL;Your coming to us is as the footsteps of doom. You bring great evil here!Ringbearer;The Fellowship of the Ring
GALADRIEL;And you Frodo Baggins, I give you the light of Erendil, our most beloved star May it be a light for you in dark places, when all other lights go out;The Return of the King
GALADRIL;The power of the three rings is ended. The time has come for the dominion of men;The Return of the King
GAMLING;He leaves because there is no hope.;The Return of the King
GAMLING;There is one passage. It leads into the mountains. But they will not get far. The Uruk-hai are too many.;The Two Towers
GAMLING;Make way! (We cannot hold much longer;The Two Towers
GAMLING;Fall back! Fall back;The Two Towers
GAMLING;Fall back;The Two Towers
GAMLING;Into the Keep;The Two Towers
GAMLING;Fire;The Two Towers
GAMLING;We need more time to lay provisions--;The Two Towers
GAMLING;What is it? Hama?;The Two Towers
GAMLING;Wargs;The Two Towers
GAMLING;Make way for the king. Make way for Theoden. Make way for the king.;The Two Towers
GAMLING;What of those who cannot fight, my lord? The women and children?;The Two Towers
GAMLING;My lord;The Return of the King
GAMLING;I will.;The Return of the King
GAMLING;To few have come. We cannot defeat the armies of Mordor.;The Return of the King
GANDALF;His defeat at Helm's Deep showed our enemy one thing., He knows the Heir of Elendil has come forth Men are not as weak as he supposed. There is courage still. Strength enough, perhaps, to challenge him. Sauron fears this. He will not risk the peoples of Middle Earth uniting under one banner He will raze Minas Tirith to the ground, before he sees a King return to the throne of men. If the beacons of Gondor are lit Rohan must be ready for war.;The Return of the King
GANDALF;Retreat! The city is breached. Fall back to the second level. Get the women and children out. Get them out. Retreat;The Return of the King
GANDALF;Now come the days of the King. May they be blessed.;The Return of the King
GANDALF;End?No, the journey doesn't end here.Death is just another path, one that we all must take.,The grey rain curtain of this world rolls back and all turns to silvered glass.And then you see it.;The Return of the King
GANDALF;White shores and beyond,a far green country under a swift sunrise;The Return of the King
GANDALF;We do not come to treat with Sauron, faithless and accursed.Tell your master this.The armies of Mordor must disband.He is to depart these lands, never to return.;The Return of the King
GANDALF;Silence;The Return of the King
GANDALF;Frodo has passed beyond my sightThe darkness is deepening.;The Return of the King
GANDALF;it's only a matter of time.He has suffered a defeat, yes, but behind the walls of Mordor our enemy is regrouping.;The Return of the King
GANDALF;Because 10,000 Orcs now stand between Frodo and Mount Doom.;The Return of the King
GANDALF;Sauron will suspect a trap.He will not take the bait.;The Return of the King
GANDALF;Farewell my brave Hobbits My work is now finished.,Here at last, on the shores of the sea, comes the end of our Fellowship I will not say do not weep for not all tears are an evil It is time Frodo.;The Return of the King
GANDALF;No.No it isn't.;The Return of the King
GANDALF;Silence;The Return of the King
GANDALF;'ve sent him to his death.;The Return of the King
GANDALF;No, we need him alive. We need him to talk;The Return of the King
GANDALF;Your treachery has already cost many lives. Thousands more are now at risk. But you could save them Saruman. You were deep in the enemy's counsel.;The Return of the King
GANDALF;No! Come down Saruman and your life will be spared!;The Return of the King
GANDALF;Saruman.. your staff is broken!;The Return of the King
GANDALF;Send word to all our allies and to every corner of Middle Earth that still stands free. The enemy moves against us. We need to know where he will strike;The Return of the King
GANDALF;Peregrin Took. I'll take that my lad! Quickly now!;The Return of the King
GANDALF;Fight! Fight to the last man. Fight for your lives;The Return of the King
GANDALF;Up! Quickly!;The Return of the King
GANDALF;Stay this madness!;The Return of the King
GANDALF;Prepare for battle. Hurry men! To the wall! Defend the wall! Over here! Return to your posts.;The Return of the King
GANDALF;Send these foul beasts into the Abyss;The Return of the King
GANDALF;Not at the towers! Aim for the trolls, kill the trolls;The Return of the King
GANDALF;Bring them down!;The Return of the King
GANDALF;Fight them back!Peregrin Took! Go back to the Citadel.;The Return of the King
GANDALF;Guard of the Citadel indeed! Now back up the hill quickly. Quick!;The Return of the King
GANDALF;Foreseen and done nothing!;The Return of the King
GANDALF;Faramir? This is not the first Halfling to have crossed your path.;The Return of the King
GANDALF;Where? When?;The Return of the King
GANDALF;Your father loves you Faramir. He will remember it before the end.;The Return of the King
GANDALF;Sauron's wrath will be terrible, his retribution swift.;The Two Towers
GANDALF;The battle for Helm's Deep is over. The battle for Middle-earth is about to begin.;The Two Towers
GANDALF;(looking back out to Mordor) All our hopes now lie with two little Hobbits...;The Two Towers
GANDALF;And then the pass of Cirith Ungol.;The Return of the King
GANDALF;Faramir tell me everything. Tell me all you know.;The Return of the King
GANDALF; Theoden King stands alone.;The Two Towers
GANDALF;Theodred's death was not of your making.;The Two Towers
GANDALF;He was strong in life. His spirit will find its way to the halls of your fathers. Westu h?l. Fer?u, Th?odred, Fer?u.;The Two Towers
GANDALF;The veiling shadow that glowers in the east takes shape. Sauron will suffer no rival. From the summit of Barad-dur, his Eye watches ceaselessly. But he is not so mighty yet that he is above fear. Doubt ever gnaws at him. The rumor has reached him. The heir of Numenor still lives.;The Two Towers
GANDALF;This is but a taste of the terror that Saruman will unleash.,All the more potent for he is driven now by fear of Sauron. Ride out and meet him head on. Draw him away from your women and children., You must fight.;The Two Towers
GANDALF;Helm's Deep.;The Two Towers
GANDALF;There is no way out of that ravine. Theoden is walking into a trap. He thinks he's leading them to safety. What they will get is a massacre. Theoden has a strong will, but I fear for him. I fear for the survival of Rohan He will need you before the end,,Aragorn. The people of Rohan will need youThe defenses to hold;The Two Towers
GANDALF;Sauron fears you, Aragorn. He fears what you may become. And so he'll strike hard and fast at the world of Men. He will use his puppet Saruman to destroy Rohan. War is coming. Rohan must defend itself, and therein lies our first challenge.for Rohan is weak and ready to fall.,The king's mind is enslaved,t's an old device of Saruman's. His hold over King Theodens now very strong. Sauron and Saruman are tightening the noose. But for all their cunning.we have one advantage The Ring remains hidden. And that we should seek to destroy it.has not yet entered their darkest dreams And so the weapon of the enemys moving towards Mordor.in the hands of a Hobbit. Each day brings it closer to the fires of Mount Doom We must trust now in Frodo. Everything depends upon speed.and the secrecy of his quest.;The Two Towers
GANDALF;Do not regret your decision to leave him. Frodo must finish this task alone.;The Two Towers
GANDALF;Did he? Did he, indeed? Good Yes, very good.;The Two Towers
GANDALF;The Grey Pilgrim. That's what they used to call me. Three hundred lives of Men I've walked this earth, and now I have no time. With luck, my search will not be in vainLook to my coming at first light on the fifth day. At dawn, look to the east.;The Two Towers
GANDALF;You shall not pass;The Two Towers
GANDALF;You are soldiers of Gondor. No matter what comes through that gate you will stand your ground.;The Return of the King
GANDALF;Peregrin Took my lad, there is a task now to be done. Another opportunity for one of the Shire folk to prove their great worth., You must not fail me.;The Return of the King
GANDALF;Edoras and the Golden Hall of Meduseld. There dwells Theoden, King of Rohan. whose mind is overthrown. Saruman's hold over King Theoden is now very strong.;The Two Towers
GANDALF;Be careful what you say.Do not look for welcome here.;The Two Towers
GANDALF;you're in the service of the steward now. You'll have to do as you are told Peregrin Took.;The Return of the King
GANDALF;Ridiculous Hobbit! Guard of the Citadel!;The Return of the King
GANDALF;Yes.;The Return of the King
GANDALF;it's the deep breath before the plunge;The Return of the King
GANDALF;Frodo, come and help an old manHow's your shoulder?;The Fellowship of the Ring
GANDALF;The Fellowship awaits the Ringbearer;The Fellowship of the Ring
GANDALF; Left.;The Fellowship of the Ring
GANDALF;No Gimli, I would not take the road through Moria unless I had no other choice.;The Fellowship of the Ring
GANDALF;HmmmYou would not part an old man from his walking stick.;The Two Towers
GANDALF;The courtesy of your hall is somewhat lessened of late.Theoden King.;The Two Towers
GANDALF;Be silent. Keep your forked tongue behind your teeth. I have not passed through fire and death.to bandy crooked words with a witless worm;The Two Towers
GANDALF;This will be the end of Gondor as we know it. Here the hammer stroke will fall hardest. If the river is taken, if the garrison at Osgiliath falls, the last defence of this city will be gone;The Return of the King
GANDALF;Sauron has yet to show his deadliest servant.,,The one who will lead Mordor's army in war. The one they say no living man can kill., The Witch King of Angmar. you've met him before.He stabbed Frodo on Weathertop He is the lord of the Nazgl. The greatest of the nine.;The Return of the King
GANDALF;and the Ring ? You feel its power growing don't you. I've felt it too. You must be careful now. Evil will be drawn to you from outside the Fellowship and I fear from within;The Fellowship of the Ring
GANDALF;You must trust to yourself. Trust your own strength;The Fellowship of the Ring
GANDALF;There are many powers in this world for good or for evil. Some are greater than I am and against some I have not yet been tested;The Fellowship of the Ring
GANDALF;Yes Gimli! Their own masters cannot find them, if their secrets are forgotten;The Fellowship of the Ring
GANDALF;It reads The Doors of Durin, Lord of Moria, Speak Friend and Enter;The Fellowship of the Ring
GANDALF;Oh it's quite simple. If you are a friend, you speak the password and the doors will open Annon Edhellen, edro hi ammen! (,;The Fellowship of the Ring
GANDALF;Fennas Nogothrim, lasto beth lammen.;The Fellowship of the Ring
GANDALF;Spies of Saruman. The passage south is being watched, We must take the Pass of Caradhras;The Fellowship of the Ring
GANDALF;Ash nazg durbatul?k, ash nazg gimbatul,,ash nazg thrakatul?kagh burzum-ishi krimpatul.;The Fellowship of the Ring
GANDALF;I do not ask your pardon Master Elrond for the Black Speech of Mordor may yet be heard in every corner of the West The Ring is altogether evil;The Fellowship of the Ring
GANDALF;Aragorn is right. We cannot use it;The Fellowship of the Ring
GANDALF;Theoden.son of Thengel.too long have you sat in the Shadows.;The Two Towers
GANDALF;Hearken to me! I release you.from the spell.;The Two Towers
GANDALF;I will draw you, Saruman, as poison is drawn from a wound.;The Two Towers
GANDALF;You did not kill me.you will not kill him.;The Two Towers
GANDALF;Be gone.;The Two Towers
GANDALF;Breathe the free air again, my friend.;The Two Towers
GANDALF;I am Saruman. Or rather, Saruman as he should have been.;The Two Towers
GANDALF;Through fire.....and water.;The Two Towers
GANDALF;We come to it at last.The great battle of our time.;The Return of the King
GANDALF; I once knew every spell in all the tongues of elves, men and orcs;The Fellowship of the Ring
GANDALF;Knock your head against these doors Peregrin Took! and if that does not shatter them and I'm allowed a little peace from foolish questions I will try to find the opening words.;The Fellowship of the Ring
GANDALF;Ando Eldarinwa?a lasta quettanya, Fenda Casarinwa;The Fellowship of the Ring
GANDALF; Oh it's useless;The Fellowship of the Ring
GANDALF;Mel..lon;The Fellowship of the Ring
GANDALF;It's Saruman;The Fellowship of the Ring
GANDALF;No! Losto Caradhras, sedho, hodo, nuitho i 'ruith!;The Fellowship of the Ring
